ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
07/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,305294
07/01/2013 12:00:00 AM,Terminal 6,Departure,International,69988
07/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,309952
07/01/2013 12:00:00 AM,Terminal 7,Arrival,International,94763
07/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,319895
07/01/2013 12:00:00 AM,Terminal 7,Departure,International,52712
07/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,135826
07/01/2013 12:00:00 AM,Terminal 8,Arrival,International,4319
07/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,136040
07/01/2013 12:00:00 AM,Terminal 8,Departure,International,6117
07/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,9678
07/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,483865
07/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7447
07/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,376067
08/01/2013 12:00:00 AM,Imperial Terminal,Arrival,Domestic,75
08/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,82289
08/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,456
08/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,86075
08/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,434
08/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,428442
08/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,440463
08/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,40870
08/01/2013 12:00:00 AM,Terminal 2,Arrival,International,251152
08/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,40262
08/01/2013 12:00:00 AM,Terminal 2,Departure,International,249535
08/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,246493
08/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,250822
08/01/2013 12:00:00 AM,Terminal 3,Departure,International,19224
08/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,387047
08/01/2013 12:00:00 AM,Terminal 4,Arrival,International,7235
08/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,399545
08/01/2013 12:00:00 AM,Terminal 4,Departure,International,47260
08/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,334849
08/01/2013 12:00:00 AM,Terminal 5,Arrival,International,46249
08/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,342394
08/01/2013 12:00:00 AM,Terminal 5,Departure,International,41482
08/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,310526
08/01/2013 12:00:00 AM,Terminal 6,Arrival,International,16419
08/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,302250
08/01/2013 12:00:00 AM,Terminal 6,Departure,International,66557
08/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,286369
08/01/2013 12:00:00 AM,Terminal 7,Arrival,International,86250
08/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,304507
08/01/2013 12:00:00 AM,Terminal 7,Departure,International,44822
08/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,132770
08/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3666
08/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,137463
08/01/2013 12:00:00 AM,Terminal 8,Departure,International,6199
08/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8259
08/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,487557
08/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,10015
08/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,383886
09/01/2013 12:00:00 AM,Imperial Terminal,Departure,Domestic,87
09/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,75455
09/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,98
09/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,72851
09/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,372466
09/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,369282
09/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,31474
09/01/2013 12:00:00 AM,Terminal 2,Arrival,International,204922
09/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,29053
09/01/2013 12:00:00 AM,Terminal 2,Departure,International,205429
09/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,211892
09/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,213850
09/01/2013 12:00:00 AM,Terminal 3,Departure,International,19372
09/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,326246
09/01/2013 12:00:00 AM,Terminal 4,Arrival,International,4467
09/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,329559
09/01/2013 12:00:00 AM,Terminal 4,Departure,International,36709
09/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,273973
09/01/2013 12:00:00 AM,Terminal 5,Arrival,International,35264
09/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,284939
09/01/2013 12:00:00 AM,Terminal 5,Departure,International,29095
09/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,277103
09/01/2013 12:00:00 AM,Terminal 6,Arrival,International,11153
09/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,254069
09/01/2013 12:00:00 AM,Terminal 6,Departure,International,61400
09/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,223035
09/01/2013 12:00:00 AM,Terminal 7,Arrival,International,70964
09/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,230725
09/01/2013 12:00:00 AM,Terminal 7,Departure,International,39521
09/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,108331
09/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3610
09/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,112136
09/01/2013 12:00:00 AM,Terminal 8,Departure,International,3314
09/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8693
09/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,424628
09/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,10208
09/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,342880
10/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,80159
10/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,18
10/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,49241
10/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,9
10/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,404670
10/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,398423
10/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,33248
10/01/2013 12:00:00 AM,Terminal 2,Arrival,International,189822
10/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,33566
10/01/2013 12:00:00 AM,Terminal 2,Departure,International,202547
10/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,230194
10/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,227621
10/01/2013 12:00:00 AM,Terminal 3,Departure,International,21428
10/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,363113
10/01/2013 12:00:00 AM,Terminal 4,Arrival,International,3349
10/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,356248
10/01/2013 12:00:00 AM,Terminal 4,Departure,International,41947
10/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,296165
10/01/2013 12:00:00 AM,Terminal 5,Arrival,International,30889
10/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,296902
10/01/2013 12:00:00 AM,Terminal 5,Departure,International,29237
10/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,277083
10/01/2013 12:00:00 AM,Terminal 6,Arrival,International,11386
10/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,259599
10/01/2013 12:00:00 AM,Terminal 6,Departure,International,66895
10/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,242171
10/01/2013 12:00:00 AM,Terminal 7,Arrival,International,72608
10/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,252118
10/01/2013 12:00:00 AM,Terminal 7,Departure,International,40280
10/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,115396
10/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3426
10/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,113938
10/01/2013 12:00:00 AM,Terminal 8,Departure,International,3367
10/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,9379
10/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,393310
10/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7458
10/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,358595
11/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,72253
11/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,14
11/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,70512
11/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,1
11/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,381828
11/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,385177
11/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,27420
11/01/2013 12:00:00 AM,Terminal 2,Arrival,International,169974
11/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,27558
11/01/2013 12:00:00 AM,Terminal 2,Departure,International,175978
11/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,195021
11/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,198400
11/01/2013 12:00:00 AM,Terminal 3,Departure,International,16593
11/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,331106
11/01/2013 12:00:00 AM,Terminal 4,Arrival,International,1152
11/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,333723
11/01/2013 12:00:00 AM,Terminal 4,Departure,International,35341
11/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,255045
11/01/2013 12:00:00 AM,Terminal 5,Arrival,International,35904
11/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,251304
11/01/2013 12:00:00 AM,Terminal 5,Departure,International,37063
11/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,255497
11/01/2013 12:00:00 AM,Terminal 6,Arrival,International,10873
11/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,242082
11/01/2013 12:00:00 AM,Terminal 6,Departure,International,64063
11/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,220161
11/01/2013 12:00:00 AM,Terminal 7,Arrival,International,77455
11/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,237355
11/01/2013 12:00:00 AM,Terminal 7,Departure,International,38336
11/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,110591
11/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3331
11/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,107507
11/01/2013 12:00:00 AM,Terminal 8,Departure,International,6238
11/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7449
11/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,362339
11/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7083
11/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,305278
12/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,85535
12/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,29
12/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,78329
12/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,441022
12/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,424370
12/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,33878
12/01/2013 12:00:00 AM,Terminal 2,Arrival,International,198327
12/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,35363
12/01/2013 12:00:00 AM,Terminal 2,Departure,International,208234
12/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,238014
12/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,230250
12/01/2013 12:00:00 AM,Terminal 3,Departure,International,2579
12/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,385024
12/01/2013 12:00:00 AM,Terminal 4,Arrival,International,1639
12/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,371511
12/01/2013 12:00:00 AM,Terminal 4,Departure,International,40821
12/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,290344
12/01/2013 12:00:00 AM,Terminal 5,Arrival,International,41491
12/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,277839
12/01/2013 12:00:00 AM,Terminal 5,Departure,International,44444
12/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,287416
12/01/2013 12:00:00 AM,Terminal 6,Arrival,International,12897
12/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,271674
12/01/2013 12:00:00 AM,Terminal 6,Departure,International,69378
12/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,261267
12/01/2013 12:00:00 AM,Terminal 7,Arrival,International,83225
12/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,270112
12/01/2013 12:00:00 AM,Terminal 7,Departure,International,44177
12/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,132159
12/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3540
12/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,127353
12/01/2013 12:00:00 AM,Terminal 8,Departure,International,5890
12/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8410
12/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,403262
12/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,9222
12/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,350906
01/01/2014 12:00:00 AM,Imperial Terminal,Arrival,Domestic,161
01/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,76975
01/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,135
01/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,78873
01/01/2014 12:00:00 AM,Terminal 1,Arrival,Domestic,379594
01/01/2014 12:00:00 AM,Terminal 1,Departure,Domestic,382321
01/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,29548
01/01/2014 12:00:00 AM,Terminal 2,Arrival,International,206664
01/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,29127
01/01/2014 12:00:00 AM,Terminal 2,Departure,International,198805
01/01/2014 12:00:00 AM,Terminal 3,Arrival,Domestic,209391
01/01/2014 12:00:00 AM,Terminal 3,Departure,Domestic,215106
01/01/2014 12:00:00 AM,Terminal 3,Departure,International,1565
01/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,346767
01/01/2014 12:00:00 AM,Terminal 4,Arrival,International,1370
01/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,338827
01/01/2014 12:00:00 AM,Terminal 4,Departure,International,39552
01/01/2014 12:00:00 AM,Terminal 5,Arrival,Domestic,292559
01/01/2014 12:00:00 AM,Terminal 5,Arrival,International,49256
01/01/2014 12:00:00 AM,Terminal 5,Departure,Domestic,294466
01/01/2014 12:00:00 AM,Terminal 5,Departure,International,37953
01/01/2014 12:00:00 AM,Terminal 6,Arrival,Domestic,262902
01/01/2014 12:00:00 AM,Terminal 6,Arrival,International,13090
01/01/2014 12:00:00 AM,Terminal 6,Departure,Domestic,244322
01/01/2014 12:00:00 AM,Terminal 6,Departure,International,75577
01/01/2014 12:00:00 AM,Terminal 7,Arrival,Domestic,229315
01/01/2014 12:00:00 AM,Terminal 7,Arrival,International,86137
01/01/2014 12:00:00 AM,Terminal 7,Departure,Domestic,235579
01/01/2014 12:00:00 AM,Terminal 7,Departure,International,40968
01/01/2014 12:00:00 AM,Terminal 8,Arrival,Domestic,108836
01/01/2014 12:00:00 AM,Terminal 8,Arrival,International,3500
01/01/2014 12:00:00 AM,Terminal 8,Departure,Domestic,109035
01/01/2014 12:00:00 AM,Terminal 8,Departure,International,4897
01/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7704
01/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,425353
01/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6262
01/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,International,357125
02/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,72716
02/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,41
02/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,71171
02/01/2014 12:00:00 AM,Terminal 1,Arrival,Domestic,292789
02/01/2014 12:00:00 AM,Terminal 1,Departure,Domestic,288784
02/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,24858
02/01/2014 12:00:00 AM,Terminal 2,Arrival,International,166768
02/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,25561
02/01/2014 12:00:00 AM,Terminal 2,Departure,International,167110
02/01/2014 12:00:00 AM,Terminal 3,Arrival,Domestic,228871
02/01/2014 12:00:00 AM,Terminal 3,Departure,Domestic,230268
02/01/2014 12:00:00 AM,Terminal 3,Departure,International,1284
02/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,308950
02/01/2014 12:00:00 AM,Terminal 4,Arrival,International,1140
02/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,307162
02/01/2014 12:00:00 AM,Terminal 4,Departure,International,34218
02/01/2014 12:00:00 AM,Terminal 5,Arrival,Domestic,268274
02/01/2014 12:00:00 AM,Terminal 5,Arrival,International,42004
02/01/2014 12:00:00 AM,Terminal 5,Departure,Domestic,275123
02/01/2014 12:00:00 AM,Terminal 5,Departure,International,32917
02/01/2014 12:00:00 AM,Terminal 6,Arrival,Domestic,231013
02/01/2014 12:00:00 AM,Terminal 6,Arrival,International,12333
02/01/2014 12:00:00 AM,Terminal 6,Departure,Domestic,219351
02/01/2014 12:00:00 AM,Terminal 6,Departure,International,72236
02/01/2014 12:00:00 AM,Terminal 7,Arrival,Domestic,209439
02/01/2014 12:00:00 AM,Terminal 7,Arrival,International,72618
02/01/2014 12:00:00 AM,Terminal 7,Departure,Domestic,213982
02/01/2014 12:00:00 AM,Terminal 7,Departure,International,34105
02/01/2014 12:00:00 AM,Terminal 8,Arrival,Domestic,102644
02/01/2014 12:00:00 AM,Terminal 8,Arrival,International,3500
02/01/2014 12:00:00 AM,Terminal 8,Departure,Domestic,103018
02/01/2014 12:00:00 AM,Terminal 8,Departure,International,5486
02/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5312
02/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,335724
02/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4409
02/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,International,300805
03/01/2014 12:00:00 AM,Imperial Terminal,Arrival,Domestic,78
03/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,82171
03/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,62
03/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,80646
03/01/2014 12:00:00 AM,Terminal 1,Arrival,Domestic,334721
03/01/2014 12:00:00 AM,Terminal 1,Departure,Domestic,333701
03/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,28383
03/01/2014 12:00:00 AM,Terminal 2,Arrival,International,192500
03/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,29575
03/01/2014 12:00:00 AM,Terminal 2,Departure,International,193616
03/01/2014 12:00:00 AM,Terminal 3,Arrival,Domestic,304348
03/01/2014 12:00:00 AM,Terminal 3,Departure,Domestic,314595
03/01/2014 12:00:00 AM,Terminal 3,Departure,International,2046
03/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,367146
03/01/2014 12:00:00 AM,Terminal 4,Arrival,International,1557
03/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,377665
03/01/2014 12:00:00 AM,Terminal 4,Departure,International,43343
03/01/2014 12:00:00 AM,Terminal 5,Arrival,Domestic,340085
03/01/2014 12:00:00 AM,Terminal 5,Arrival,International,48874
03/01/2014 12:00:00 AM,Terminal 5,Departure,Domestic,357616
03/01/2014 12:00:00 AM,Terminal 5,Departure,International,37505
03/01/2014 12:00:00 AM,Terminal 6,Arrival,Domestic,291474
03/01/2014 12:00:00 AM,Terminal 6,Arrival,International,13893
03/01/2014 12:00:00 AM,Terminal 6,Departure,Domestic,278964
03/01/2014 12:00:00 AM,Terminal 6,Departure,International,85231
03/01/2014 12:00:00 AM,Terminal 7,Arrival,Domestic,253496
03/01/2014 12:00:00 AM,Terminal 7,Arrival,International,94062
03/01/2014 12:00:00 AM,Terminal 7,Departure,Domestic,266263
03/01/2014 12:00:00 AM,Terminal 7,Departure,International,45549
03/01/2014 12:00:00 AM,Terminal 8,Arrival,Domestic,115357
03/01/2014 12:00:00 AM,Terminal 8,Arrival,International,3679
03/01/2014 12:00:00 AM,Terminal 8,Departure,Domestic,111309
03/01/2014 12:00:00 AM,Terminal 8,Departure,International,6608
03/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,4713
03/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,402464
03/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6121
03/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,International,335678
05/01/2014 12:00:00 AM,Terminal 3,Departure,International,2951
05/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,379696
05/01/2014 12:00:00 AM,Terminal 5,Arrival,Domestic,338032
05/01/2014 12:00:00 AM,Terminal 5,Arrival,International,35292
05/01/2014 12:00:00 AM,Terminal 4,Arrival,International,3988
05/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,371444
05/01/2014 12:00:00 AM,Terminal 4,Departure,International,41124
05/01/2014 12:00:00 AM,Terminal 5,Departure,Domestic,356026
05/01/2014 12:00:00 AM,Terminal 5,Departure,International,31974
05/01/2014 12:00:00 AM,Terminal 6,Arrival,Domestic,310371
05/01/2014 12:00:00 AM,Terminal 6,Arrival,International,20654
05/01/2014 12:00:00 AM,Terminal 6,Departure,Domestic,286334
05/01/2014 12:00:00 AM,Terminal 6,Departure,International,79132
05/01/2014 12:00:00 AM,Terminal 7,Arrival,Domestic,265726
05/01/2014 12:00:00 AM,Terminal 7,Arrival,International,87474
05/01/2014 12:00:00 AM,Terminal 7,Departure,Domestic,285066
05/01/2014 12:00:00 AM,Terminal 7,Departure,International,43508
05/01/2014 12:00:00 AM,Terminal 8,Arrival,Domestic,125305
05/01/2014 12:00:00 AM,Terminal 8,Arrival,International,3271
05/01/2014 12:00:00 AM,Terminal 8,Departure,Domestic,118031
05/01/2014 12:00:00 AM,Terminal 8,Departure,International,7305
05/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7162
05/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,465806
05/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7927
05/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,International,437842
04/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,73018
04/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,29
04/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,72746
04/01/2014 12:00:00 AM,Misc. Terminal,Departure,International,8
04/01/2014 12:00:00 AM,Terminal 1,Arrival,Domestic,325368
04/01/2014 12:00:00 AM,Terminal 1,Departure,Domestic,327814
04/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,27871
04/01/2014 12:00:00 AM,Terminal 2,Arrival,International,185675
04/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,26805
04/01/2014 12:00:00 AM,Terminal 2,Departure,International,178124
04/01/2014 12:00:00 AM,Terminal 3,Arrival,Domestic,309962
04/01/2014 12:00:00 AM,Terminal 3,Departure,Domestic,317569
04/01/2014 12:00:00 AM,Terminal 3,Departure,International,2909
04/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,363150
04/01/2014 12:00:00 AM,Terminal 4,Arrival,International,1800
04/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,362783
04/01/2014 12:00:00 AM,Terminal 4,Departure,International,41599
04/01/2014 12:00:00 AM,Terminal 5,Arrival,Domestic,333540
04/01/2014 12:00:00 AM,Terminal 5,Arrival,International,43672
04/01/2014 12:00:00 AM,Terminal 5,Departure,Domestic,347192
04/01/2014 12:00:00 AM,Terminal 5,Departure,International,30590
04/01/2014 12:00:00 AM,Terminal 6,Arrival,Domestic,321739
04/01/2014 12:00:00 AM,Terminal 6,Arrival,International,12581
04/01/2014 12:00:00 AM,Terminal 6,Departure,Domestic,271751
04/01/2014 12:00:00 AM,Terminal 6,Departure,International,77901
04/01/2014 12:00:00 AM,Terminal 7,Arrival,Domestic,248411
04/01/2014 12:00:00 AM,Terminal 7,Arrival,International,89596
04/01/2014 12:00:00 AM,Terminal 7,Departure,Domestic,255902
04/01/2014 12:00:00 AM,Terminal 7,Departure,International,40820
04/01/2014 12:00:00 AM,Terminal 8,Arrival,Domestic,115937
04/01/2014 12:00:00 AM,Terminal 8,Arrival,International,3565
04/01/2014 12:00:00 AM,Terminal 8,Departure,Domestic,113797
04/01/2014 12:00:00 AM,Terminal 8,Departure,International,5469
04/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7116
04/01/2014 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,451364
04/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7970
04/01/2014 12:00:00 AM,Tom Bradley International Terminal,Departure,International,363994
05/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,79634
05/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,6
05/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,75856
05/01/2014 12:00:00 AM,Terminal 1,Arrival,Domestic,346464
05/01/2014 12:00:00 AM,Terminal 1,Departure,Domestic,339577
05/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,34475
05/01/2014 12:00:00 AM,Terminal 2,Arrival,International,194738
05/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,34614
05/01/2014 12:00:00 AM,Terminal 2,Departure,International,199334
05/01/2014 12:00:00 AM,Terminal 3,Arrival,Domestic,332717
05/01/2014 12:00:00 AM,Terminal 3,Departure,Domestic,332153
06/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,76382
06/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,12
06/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,74518
06/01/2014 12:00:00 AM,Terminal 1,Arrival,Domestic,387708
06/01/2014 12:00:00 AM,Terminal 1,Departure,Domestic,384976
06/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,37428
06/01/2014 12:00:00 AM,Terminal 2,Arrival,International,191844
06/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,40736
06/01/2014 12:00:00 AM,Terminal 2,Departure,International,209066
06/01/2014 12:00:00 AM,Terminal 3,Arrival,Domestic,365130
06/01/2014 12:00:00 AM,Terminal 3,Departure,Domestic,370064
06/01/2014 12:00:00 AM,Terminal 3,Departure,International,2907
06/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,378355
06/01/2014 12:00:00 AM,Terminal 4,Arrival,International,4976
06/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,383371
06/01/2014 12:00:00 AM,Terminal 4,Departure,International,44155
06/01/2014 12:00:00 AM,Terminal 5,Arrival,Domestic,354635
