ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
03/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,177778
03/01/2009 12:00:00 AM,Terminal 6,Departure,International,4803
03/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,230928
03/01/2009 12:00:00 AM,Terminal 7,Arrival,International,18090
03/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,241520
03/01/2009 12:00:00 AM,Terminal 7,Departure,International,27282
03/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,105202
03/01/2009 12:00:00 AM,Terminal 8,Arrival,International,5242
03/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,103554
03/01/2009 12:00:00 AM,Terminal 8,Departure,International,5341
03/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,3866
03/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,387431
03/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4391
03/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,290865
04/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,91
04/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,120
04/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,63
04/01/2009 12:00:00 AM,Misc. Terminal,Departure,International,163
04/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,380872
04/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,387229
04/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,95027
04/01/2009 12:00:00 AM,Terminal 2,Arrival,International,134410
04/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,94024
04/01/2009 12:00:00 AM,Terminal 2,Departure,International,147223
04/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,153402
04/01/2009 12:00:00 AM,Terminal 3,Arrival,International,13321
04/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,158064
04/01/2009 12:00:00 AM,Terminal 3,Departure,International,56512
04/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,377521
04/01/2009 12:00:00 AM,Terminal 4,Arrival,International,36807
04/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,377533
04/01/2009 12:00:00 AM,Terminal 4,Departure,International,36245
04/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,155998
04/01/2009 12:00:00 AM,Terminal 5,Arrival,International,7078
04/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,162920
04/01/2009 12:00:00 AM,Terminal 5,Departure,International,26050
04/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,153379
04/01/2009 12:00:00 AM,Terminal 6,Arrival,International,213
04/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,136776
04/01/2009 12:00:00 AM,Terminal 6,Departure,International,4505
04/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,273327
04/01/2009 12:00:00 AM,Terminal 7,Arrival,International,22632
04/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,295252
04/01/2009 12:00:00 AM,Terminal 7,Departure,International,26068
04/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,101177
04/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4358
04/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,99494
04/01/2009 12:00:00 AM,Terminal 8,Departure,International,4760
04/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5045
04/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,408477
04/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5778
04/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,299554
05/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,57
05/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,380568
05/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,374964
05/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,99754
05/01/2009 12:00:00 AM,Terminal 2,Arrival,International,127298
05/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,101571
05/01/2009 12:00:00 AM,Terminal 2,Departure,International,141269
05/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,159434
05/01/2009 12:00:00 AM,Terminal 3,Arrival,International,14615
05/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,162419
05/01/2009 12:00:00 AM,Terminal 3,Departure,International,47571
05/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,386482
05/01/2009 12:00:00 AM,Terminal 4,Arrival,International,33174
05/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,379300
05/01/2009 12:00:00 AM,Terminal 4,Departure,International,32943
05/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,153021
05/01/2009 12:00:00 AM,Terminal 5,Arrival,International,5728
05/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,157369
05/01/2009 12:00:00 AM,Terminal 5,Departure,International,20595
05/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,184750
05/01/2009 12:00:00 AM,Terminal 6,Arrival,International,86
05/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,168413
05/01/2009 12:00:00 AM,Terminal 6,Departure,International,4343
05/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,279955
05/01/2009 12:00:00 AM,Terminal 7,Arrival,International,19931
05/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,294837
05/01/2009 12:00:00 AM,Terminal 7,Departure,International,24643
05/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,103958
05/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4853
05/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,99339
05/01/2009 12:00:00 AM,Terminal 8,Departure,International,5213
05/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5131
05/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,359721
05/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5882
05/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,306669
06/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,97
06/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,121
06/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,159
06/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,389976
06/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,393841
06/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,114577
06/01/2009 12:00:00 AM,Terminal 2,Arrival,International,133899
06/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,116703
06/01/2009 12:00:00 AM,Terminal 2,Departure,International,154393
06/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,169988
06/01/2009 12:00:00 AM,Terminal 3,Arrival,International,14034
06/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,176797
06/01/2009 12:00:00 AM,Terminal 3,Departure,International,54147
06/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,391868
06/01/2009 12:00:00 AM,Terminal 4,Arrival,International,31304
06/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,396141
06/01/2009 12:00:00 AM,Terminal 4,Departure,International,38842
06/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,171589
06/01/2009 12:00:00 AM,Terminal 5,Arrival,International,8585
06/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,177065
06/01/2009 12:00:00 AM,Terminal 5,Departure,International,26479
06/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,215962
06/01/2009 12:00:00 AM,Terminal 6,Arrival,International,1128
06/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,209466
06/01/2009 12:00:00 AM,Terminal 6,Departure,International,4758
06/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,299649
06/01/2009 12:00:00 AM,Terminal 7,Arrival,International,22554
06/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,316429
06/01/2009 12:00:00 AM,Terminal 7,Departure,International,31683
06/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,109665
06/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4742
06/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,111739
06/01/2009 12:00:00 AM,Terminal 8,Departure,International,6204
06/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,6046
06/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,386473
06/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6470
06/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,346918
07/01/2009 12:00:00 AM,Imperial Terminal,Arrival,International,240
07/01/2009 12:00:00 AM,Imperial Terminal,Departure,International,241
07/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,75
07/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,202
07/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,403449
07/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,407772
07/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,26829
07/01/2009 12:00:00 AM,Terminal 2,Arrival,International,158876
07/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,28300
07/01/2009 12:00:00 AM,Terminal 2,Departure,International,176550
07/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,181632
07/01/2009 12:00:00 AM,Terminal 3,Arrival,International,16783
07/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,183431
07/01/2009 12:00:00 AM,Terminal 3,Departure,International,54539
07/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,422117
07/01/2009 12:00:00 AM,Terminal 4,Arrival,International,32439
07/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,414432
07/01/2009 12:00:00 AM,Terminal 4,Departure,International,41449
07/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,308152
07/01/2009 12:00:00 AM,Terminal 5,Arrival,International,24601
07/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,306919
07/01/2009 12:00:00 AM,Terminal 5,Departure,International,42818
07/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,269706
07/01/2009 12:00:00 AM,Terminal 6,Arrival,International,11673
07/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,257538
07/01/2009 12:00:00 AM,Terminal 6,Departure,International,15745
07/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,325140
07/01/2009 12:00:00 AM,Terminal 7,Arrival,International,27364
07/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,334871
07/01/2009 12:00:00 AM,Terminal 7,Departure,International,33495
07/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,111575
07/01/2009 12:00:00 AM,Terminal 8,Arrival,International,5018
07/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,116749
07/01/2009 12:00:00 AM,Terminal 8,Departure,International,6906
07/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8369
07/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,473470
07/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7741
07/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,367204
08/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,48
08/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,47
08/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,380437
08/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,393405
08/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,26553
08/01/2009 12:00:00 AM,Terminal 2,Arrival,International,159228
08/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,26256
08/01/2009 12:00:00 AM,Terminal 2,Departure,International,173839
08/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,182083
08/01/2009 12:00:00 AM,Terminal 3,Arrival,International,16861
08/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,180363
08/01/2009 12:00:00 AM,Terminal 3,Departure,International,51605
08/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,410380
08/01/2009 12:00:00 AM,Terminal 4,Arrival,International,31135
08/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,411723
08/01/2009 12:00:00 AM,Terminal 4,Departure,International,32905
08/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,273531
08/01/2009 12:00:00 AM,Terminal 5,Arrival,International,21895
08/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,277029
08/01/2009 12:00:00 AM,Terminal 5,Departure,International,31391
08/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,261450
08/01/2009 12:00:00 AM,Terminal 6,Arrival,International,13405
08/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,252676
08/01/2009 12:00:00 AM,Terminal 6,Departure,International,16181
08/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,319834
08/01/2009 12:00:00 AM,Terminal 7,Arrival,International,29330
08/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,331123
08/01/2009 12:00:00 AM,Terminal 7,Departure,International,32359
08/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,107362
08/01/2009 12:00:00 AM,Terminal 8,Arrival,International,5590
08/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,116220
08/01/2009 12:00:00 AM,Terminal 8,Departure,International,7388
08/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8511
08/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,491753
08/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,8955
08/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,354591
09/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,2
09/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,347984
09/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,345096
09/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,16449
09/01/2009 12:00:00 AM,Terminal 2,Arrival,International,132206
09/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,14024
09/01/2009 12:00:00 AM,Terminal 2,Departure,International,150316
09/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,159191
09/01/2009 12:00:00 AM,Terminal 3,Arrival,International,13568
09/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,155511
09/01/2009 12:00:00 AM,Terminal 3,Departure,International,44521
09/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,355401
09/01/2009 12:00:00 AM,Terminal 4,Arrival,International,27859
09/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,352380
09/01/2009 12:00:00 AM,Terminal 4,Departure,International,35978
09/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,231732
09/01/2009 12:00:00 AM,Terminal 5,Arrival,International,10130
09/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,229082
09/01/2009 12:00:00 AM,Terminal 5,Departure,International,20948
09/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,187499
09/01/2009 12:00:00 AM,Terminal 6,Arrival,International,11125
09/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,182653
09/01/2009 12:00:00 AM,Terminal 6,Departure,International,15672
09/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,239863
09/01/2009 12:00:00 AM,Terminal 7,Arrival,International,21771
09/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,243362
09/01/2009 12:00:00 AM,Terminal 7,Departure,International,26188
09/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,103867
09/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4444
09/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,104439
09/01/2009 12:00:00 AM,Terminal 8,Departure,International,5111
09/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8236
09/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,395614
09/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,8895
09/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,309742
10/01/2009 12:00:00 AM,Imperial Terminal,Arrival,Domestic,49
10/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,78
10/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,373866
10/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,371395
10/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,15566
10/01/2009 12:00:00 AM,Terminal 2,Arrival,International,130475
10/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,15402
10/01/2009 12:00:00 AM,Terminal 2,Departure,International,147602
10/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,162632
10/01/2009 12:00:00 AM,Terminal 3,Arrival,International,11329
10/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,159425
10/01/2009 12:00:00 AM,Terminal 3,Departure,International,47695
10/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,388381
10/01/2009 12:00:00 AM,Terminal 4,Arrival,International,27372
10/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,379520
10/01/2009 12:00:00 AM,Terminal 4,Departure,International,46145
10/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,226610
10/01/2009 12:00:00 AM,Terminal 5,Arrival,International,14384
10/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,230927
10/01/2009 12:00:00 AM,Terminal 5,Departure,International,27564
10/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,202876
10/01/2009 12:00:00 AM,Terminal 6,Arrival,International,10834
10/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,191052
10/01/2009 12:00:00 AM,Terminal 6,Departure,International,16701
10/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,242040
10/01/2009 12:00:00 AM,Terminal 7,Arrival,International,19421
10/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,240273
10/01/2009 12:00:00 AM,Terminal 7,Departure,International,26951
10/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,135913
10/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4592
10/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,140422
10/01/2009 12:00:00 AM,Terminal 8,Departure,International,5418
10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,9043
10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,396107
10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7836
10/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,335736
11/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,129
11/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,15
11/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,90
11/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,343456
11/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,353697
11/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,14348
11/01/2009 12:00:00 AM,Terminal 2,Arrival,International,131707
11/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,14169
11/01/2009 12:00:00 AM,Terminal 2,Departure,International,140344
11/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,156751
11/01/2009 12:00:00 AM,Terminal 3,Arrival,International,10930
11/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,155573
11/01/2009 12:00:00 AM,Terminal 3,Departure,International,56064
11/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,351824
11/01/2009 12:00:00 AM,Terminal 4,Arrival,International,18399
11/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,352521
11/01/2009 12:00:00 AM,Terminal 4,Departure,International,36677
11/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,207383
11/01/2009 12:00:00 AM,Terminal 5,Arrival,International,14893
11/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,213307
11/01/2009 12:00:00 AM,Terminal 5,Departure,International,21191
11/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,186428
11/01/2009 12:00:00 AM,Terminal 6,Arrival,International,11312
11/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,180286
11/01/2009 12:00:00 AM,Terminal 6,Departure,International,16142
11/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,217924
11/01/2009 12:00:00 AM,Terminal 7,Arrival,International,15991
11/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,225804
11/01/2009 12:00:00 AM,Terminal 7,Departure,International,23518
11/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,129021
11/01/2009 12:00:00 AM,Terminal 8,Arrival,International,3977
11/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,129676
11/01/2009 12:00:00 AM,Terminal 8,Departure,International,6269
11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7044
11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,370133
11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6145
11/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,296571
12/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,1119
12/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,157
12/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,371175
12/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,365618
12/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,19690
